VENDOR,BILLING_MONTH,VENDOR_PARTNER_NAME,USAGE_ROWS,TOTAL_QUANTITY,TOTAL_AMOUNT,EST_DOLLAR_IMPACT,NORMALIZED_KEY
Webroot,2026-04-01,The Greentree Group,1,55.0,28.6,28.6,the greentree group
Bitdefender,2026-07-01,Pegasus Technology Pty Ltd,1,16.0,28.4552,28.4552,pega u  technology pty ltd
Acronis,2026-02-01,Netcom Solutions,1,1912.39,28.303372,28.303372,netcom  olution
Acronis,2026-01-01,Netcom Solutions,1,1912.39,28.303372,28.303372,netcom  olution
Acronis,2026-03-01,Netcom Solutions,1,1912.39,28.303372,28.303372,netcom  olution
Bitdefender,2026-05-01,KIS Technologies Inc.,1,25.0,28.1653,28.1653,ki  technologie  inc
SentinelOne,2026-06-01,BCIT Solutions,2,44.0,28.16,28.16,bcit  olution
Bitdefender,2026-04-01,KIS Technologies Inc.,1,25.0,28.1192,28.1192,ki  technologie  inc
SentinelOne,2026-05-01,CW DEV Fortify Dev Account 6,1,39.0,28.08,28.08,cw dev fortify dev account 6
Webroot,2026-05-01,Austin Computer Guys,1,54.0,28.08,28.08,au tin computer guy
Proofpoint,2026-07-01,The Connected Office,2,17.0,28.05,28.05,the connected office
Bitdefender,2026-01-01,Computer Network Solutions,1,28.0,28.0,28.0,computer network  olution
Webroot,2026-05-01,The Greentree Group,1,53.0,27.56,27.56,the greentree group
Webroot,2026-03-01,Professional Computer Support,3,60.0,27.3,27.3,profe ional computer  upport
SentinelOne,2026-04-01,CW DEV Fortify Dev Account 6,1,38.0,27.135608,27.135608,cw dev fortify dev account 6
Bitdefender,2026-05-01,I-Virtualize,2,23.0,26.629,26.629,i virtualize
Webroot,2026-01-01,Prime Tech Support,1,51.0,26.52,26.52,prime tech  upport
Proofpoint,2026-03-01,AD Infogestion,2,24.0,26.4,26.4,ad infoge tion
Proofpoint,2026-01-01,AD Infogestion,2,24.0,26.4,26.4,ad infoge tion
Proofpoint,2026-02-01,AD Infogestion,2,24.0,26.4,26.4,ad infoge tion
Exium,2026-03-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-01-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-07-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-05-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-04-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-02-01,Edge IT,1,3.0,26.25,26.25,edge it
Exium,2026-06-01,Edge IT,1,3.0,26.25,26.25,edge it
Webroot,2026-03-01,Prime Tech Support,1,50.0,26.0,26.0,prime tech  upport
SentinelOne,2026-02-01,ZLAN,1,36.0,25.92,25.92,zlan
Bitdefender,2026-02-01,Infoxchange,1,63.0,25.7779,25.7779,infoxchange
Bitdefender,2026-04-01,I-Virtualize,2,22.0,25.489800000000002,25.489800000000002,i virtualize
Proofpoint,2026-03-01,"K & A Innovations, LLC",3,19.0,25.45,25.45,k a innovation  llc
Proofpoint,2026-02-01,"K & A Innovations, LLC",3,19.0,25.45,25.45,k a innovation  llc
Proofpoint,2026-07-01,Canaan Technology - Client Accounts,1,21.0,25.41,25.41,canaan technology client account
Webroot,2026-02-01,Network Bridge Solutions Ltd,3,51.0,25.39,25.39,network bridge  olution  ltd
Bitdefender,2026-06-01,KIS Technologies Inc.,1,23.0,25.3159,25.3159,ki  technologie  inc
Bitdefender,2026-06-01,Pegasus Technology Pty Ltd,1,14.0,25.0009,25.0009,pega u  technology pty ltd
Bitdefender,2026-02-01,Computer Network Solutions,1,25.0,25.0,25.0,computer network  olution
Bitdefender,2026-05-01,Computer Network Solutions,1,25.0,25.0,25.0,computer network  olution
Bitdefender,2026-04-01,Computer Network Solutions,1,25.0,25.0,25.0,computer network  olution
Acronis,2026-03-01,Empower Information Systems,2,1604.28,24.977543999999998,24.977543999999998,empower information  y tem
Acronis,2026-01-01,Empower Information Systems,2,1604.28,24.977543999999998,24.977543999999998,empower information  y tem
Acronis,2026-04-01,Empower Information Systems,2,1604.28,24.977543999999998,24.977543999999998,empower information  y tem
Acronis,2026-02-01,Empower Information Systems,2,1604.28,24.977543999999998,24.977543999999998,empower information  y tem
Acronis,2026-05-01,Empower Information Systems,2,1604.21,24.976508,24.976508,empower information  y tem
Acronis,2026-06-01,Empower Information Systems,2,1604.21,24.976508,24.976508,empower information  y tem
Acronis,2026-07-01,Empower Information Systems,2,1597.94,24.883712,24.883712,empower information  y tem
Proofpoint,2026-03-01,"NXC Holdings, LLC",2,26.0,24.57,24.57,nxc holding  llc
Proofpoint,2026-02-01,"NXC Holdings, LLC",2,26.0,24.57,24.57,nxc holding  llc
Bitdefender,2026-01-01,Infoxchange,1,61.0,24.5365,24.5365,infoxchange
Webroot,2026-01-01,Symmetry-IT,1,47.0,24.44,24.44,ymmetry it
Webroot,2026-01-01,Network Bridge Solutions Ltd,3,49.0,24.339999999999996,24.339999999999996,network bridge  olution  ltd
Bitdefender,2026-08-01,KIS Technologies Inc.,1,22.0,24.3313,24.3313,ki  technologie  inc
Bitdefender,2026-07-01,"Cornerstone Computer Solutions, Inc",1,16.0,24.0,24.0,corner tone computer  olution  inc
Bitdefender,2026-03-01,Computer Network Solutions,1,24.0,24.0,24.0,computer network  olution
Bitdefender,2026-07-01,KIS Technologies Inc.,1,22.0,23.9796,23.9796,ki  technologie  inc
Webroot,2026-04-01,Prime Tech Support,1,46.0,23.92,23.92,prime tech  upport
Bitdefender,2026-08-01,Solution Boss,1,24.0,23.76,23.76,olution bo
SentinelOne,2026-03-01,ZLAN,1,33.0,23.76,23.76,zlan
SentinelOne,2026-01-01,ZLAN,1,33.0,23.597851,23.597851,zlan
Webroot,2026-07-01,Flex IT Solutions,1,42.0,23.52,23.52,flex it  olution
Webroot,2026-06-01,Flex IT Solutions,1,42.0,23.52,23.52,flex it  olution
ESET,2026-04-01,DG Network Solutions LLC,1,510.0,23.450284,23.450284,dg network  olution  llc
Proofpoint,2026-01-01,"K & A Innovations, LLC",2,18.0,23.4,23.4,k a innovation  llc
Webroot,2026-03-01,Network Bridge Solutions Ltd,3,47.0,23.31,23.31,network bridge  olution  ltd
Webroot,2026-02-01,Prime Tech Support,1,44.0,22.88,22.88,prime tech  upport
Proofpoint,2026-04-01,"NXC Holdings, LLC",2,24.0,22.68,22.68,nxc holding  llc
Webroot,2026-01-01,Tech Stream Solutions,1,43.0,22.36,22.36,tech  tream  olution
Webroot,2026-01-01,Continuum,1,43.0,22.36,22.36,continuum
Bitdefender,2026-06-01,Infoxchange,1,55.0,22.3398,22.3398,infoxchange
Bitdefender,2026-07-01,Infoxchange,1,55.0,22.248,22.248,infoxchange
Bitdefender,2026-05-01,Infoxchange,1,53.0,22.0773,22.0773,infoxchange
KeepIT,2026-01-01,Leeward Holdings Corporation,2,38.0,22.0,22.0,leeward holding  corporation
Bitdefender,2026-03-01,Infoxchange,1,55.0,21.9706,21.9706,infoxchange
Acronis,2026-05-01,Flex IT Solutions,3,1069.03,21.931744000000002,21.931744000000002,flex it  olution
Webroot,2026-02-01,Continuum,1,42.0,21.84,21.84,continuum
Webroot,2026-04-01,Continuum,1,42.0,21.84,21.84,continuum
Acronis,2026-01-01,2C SERVICES LIMITED,1,1449.2,21.44816,21.44816,2c  ervice  limited
Acronis,2026-03-01,2C SERVICES LIMITED,1,1449.2,21.44816,21.44816,2c  ervice  limited
Acronis,2026-02-01,2C SERVICES LIMITED,1,1449.2,21.44816,21.44816,2c  ervice  limited
SentinelOne,2026-04-01,ZLAN,1,30.0,21.422848,21.422848,zlan
Webroot,2026-02-01,Tech Stream Solutions,1,41.0,21.32,21.32,tech  tream  olution
Webroot,2026-04-01,CSI,1,41.0,21.32,21.32,c i
Bitdefender,2026-04-01,Infoxchange,1,51.0,21.1045,21.1045,infoxchange
SentinelOne,2026-03-01,CW DEV Fortify Dev Account 6,1,29.0,20.88,20.88,cw dev fortify dev account 6
KeepIT,2026-07-01,Leeward Holdings Corporation,2,32.0,20.5,20.5,leeward holding  corporation
Bitdefender,2026-01-01,AD Infogestion,3,18.0,20.393700000000003,20.393700000000003,ad infoge tion
Proofpoint,2026-05-01,CBH Computers,2,37.0,20.35,20.35,cbh computer
Proofpoint,2026-06-01,CBH Computers,2,37.0,20.35,20.35,cbh computer
Proofpoint,2026-04-01,CBH Computers,2,37.0,20.35,20.35,cbh computer
Proofpoint,2026-07-01,CBH Computers,2,37.0,20.35,20.35,cbh computer
Webroot,2026-05-01,Prime Tech Support,1,39.0,20.28,20.28,prime tech  upport
Webroot,2026-03-01,Continuum,1,39.0,20.28,20.28,continuum
Webroot,2026-05-01,CSI,1,39.0,20.28,20.28,c i
ESET,2026-02-01,DG Network Solutions LLC,1,476.0,20.252808,20.252808,dg network  olution  llc
Webroot,2026-07-01,CSI,1,36.0,20.16,20.16,c i
Webroot,2026-06-01,CSI,1,36.0,20.16,20.16,c i
SentinelOne,2026-04-01,RD_EliteSupport,5,35.0,20.090000000000003,20.090000000000003,rd elite upport
Acronis,2026-06-01,Flex IT Solutions,2,1173.65,19.83842,19.83842,flex it  olution
Proofpoint,2026-07-01,Maverick Gardner ITS Inc.,1,36.0,19.8,19.8,maverick gardner it  inc
Webroot,2026-06-01,Entre Technology Services,1,35.0,19.6,19.6,entre technology  ervice
Webroot,2026-06-01,Prime Tech Support,1,35.0,19.6,19.6,prime tech  upport
Webroot,2026-07-01,Prime Tech Support,1,35.0,19.6,19.6,prime tech  upport
Webroot,2026-07-01,Entre Technology Services,1,35.0,19.6,19.6,entre technology  ervice
Bitdefender,2026-05-01,BIT Solution,4,19.0,19.503600000000002,19.503600000000002,bit  olution
Bitdefender,2026-04-01,BIT Solution,4,19.0,19.471600000000002,19.471600000000002,bit  olution
Acronis,2026-04-01,Flex IT Solutions,3,857.72,18.804356,18.804356,flex it  olution
Webroot,2026-04-01,PC Solutions,3,39.0,18.68,18.68,pc  olution
Webroot,2026-02-01,PC Solutions,3,39.0,18.68,18.68,pc  olution
Webroot,2026-03-01,PC Solutions,3,39.0,18.68,18.68,pc  olution
Webroot,2026-05-01,Network Bridge Solutions Ltd,3,38.0,18.580000000000002,18.580000000000002,network bridge  olution  ltd
Webroot,2026-06-01,Nuvex Solutions,1,33.0,18.48,18.48,nuvex  olution
Webroot,2026-07-01,Nuvex Solutions,1,33.0,18.48,18.48,nuvex  olution
Webroot,2026-02-01,Entre Technology Services,1,35.0,18.2,18.2,entre technology  ervice
Webroot,2026-03-01,Entre Technology Services,1,35.0,18.2,18.2,entre technology  ervice
Webroot,2026-01-01,Entre Technology Services,1,35.0,18.2,18.2,entre technology  ervice
Webroot,2026-05-01,Entre Technology Services,1,35.0,18.2,18.2,entre technology  ervice
Webroot,2026-01-01,"Cornerstone Computer Solutions, Inc",1,35.0,18.2,18.2,corner tone computer  olution  inc
Webroot,2026-04-01,Entre Technology Services,1,35.0,18.2,18.2,entre technology  ervice
Acronis,2026-07-01,Microtel Systems Corp,3,281.79,18.170492000000003,18.170492000000003,microtel  y tem  corp
Webroot,2026-01-01,PC Solutions,3,38.0,18.16,18.16,pc  olution
ESET,2026-01-01,DG Network Solutions LLC,1,527.0,18.076813,18.076813,dg network  olution  llc
Acronis,2026-06-01,Microtel Systems Corp,3,266.59,17.945532,17.945532,microtel  y tem  corp
ESET,2026-03-01,DG Network Solutions LLC,1,527.0,17.835203,17.835203,dg network  olution  llc
Webroot,2026-07-01,emeademoal,3,33.0,17.759999999999998,17.759999999999998,emeademoal
Webroot,2026-06-01,emeademoal,3,33.0,17.759999999999998,17.759999999999998,emeademoal
Webroot,2026-02-01,"Cornerstone Computer Solutions, Inc",1,34.0,17.68,17.68,corner tone computer  olution  inc
Webroot,2026-03-01,"Cornerstone Computer Solutions, Inc",1,34.0,17.68,17.68,corner tone computer  olution  inc
Webroot,2026-01-01,"BITS Consulting, LLC",1,34.0,17.68,17.68,bit  con ulting llc
Acronis,2026-01-01,JEC Technologies Group,3,471.77,17.498196,17.498196,jec technologie  group
Bitdefender,2026-08-01,BIT Solution,4,17.0,17.4083,17.4083,bit  olution
Webroot,2026-07-01,"Cornerstone Computer Solutions, Inc",1,31.0,17.36,17.36,corner tone computer  olution  inc
Bitdefender,2026-06-01,BIT Solution,4,17.0,17.3251,17.3251,bit  olution
SentinelOne,2026-06-01,ZLAN,1,24.0,17.28,17.28,zlan
SentinelOne,2026-03-01,JD_EliteSupport,5,30.0,17.22,17.22,jd elite upport
SentinelOne,2026-05-01,RD_EliteSupport,5,30.0,17.22,17.22,rd elite upport
SentinelOne,2026-06-01,RD_EliteSupport,5,30.0,17.22,17.22,rd elite upport
SentinelOne,2026-02-01,JD_EliteSupport,5,30.0,17.22,17.22,jd elite upport
Webroot,2026-04-01,Nuvex Solutions,1,33.0,17.16,17.16,nuvex  olution
Webroot,2026-03-01,Nuvex Solutions,1,33.0,17.16,17.16,nuvex  olution
Webroot,2026-05-01,Nuvex Solutions,1,33.0,17.16,17.16,nuvex  olution
Webroot,2026-01-01,Nuvex Solutions,1,33.0,17.16,17.16,nuvex  olution
Webroot,2026-02-01,Nuvex Solutions,1,33.0,17.16,17.16,nuvex  olution
Bitdefender,2026-07-01,BIT Solution,4,17.0,17.1566,17.1566,bit  olution
ESET,2026-05-01,DG Network Solutions LLC,1,506.0,16.832564,16.832564,dg network  olution  llc
Webroot,2026-06-01,"Cornerstone Computer Solutions, Inc",1,30.0,16.8,16.8,corner tone computer  olution  inc
Webroot,2026-04-01,"Cornerstone Computer Solutions, Inc",1,32.0,16.64,16.64,corner tone computer  olution  inc
Webroot,2026-03-01,"BITS Consulting, LLC",1,32.0,16.64,16.64,bit  con ulting llc
Webroot,2026-05-01,Continuum,1,32.0,16.64,16.64,continuum
Webroot,2026-01-01,Trenmead,1,32.0,16.64,16.64,trenmead
Webroot,2026-04-01,Network Bridge Solutions Ltd,3,34.0,16.509999999999998,16.509999999999998,network bridge  olution  ltd
SentinelOne,2026-05-01,CW DEV CW01Dnd3,2,30.0,16.5,16.5,cw dev cw01dnd3
SentinelOne,2026-07-01,CW DEV CW01Dnd3,2,30.0,16.5,16.5,cw dev cw01dnd3
SentinelOne,2026-06-01,CW DEV CW01Dnd3,2,30.0,16.5,16.5,cw dev cw01dnd3
SentinelOne,2026-03-01,CW DEV CW01Dnd3,2,30.0,16.5,16.5,cw dev cw01dnd3
Webroot,2026-07-01,Network Bridge Solutions Ltd,3,32.0,16.419999999999998,16.419999999999998,network bridge  olution  ltd
Webroot,2026-06-01,Network Bridge Solutions Ltd,3,32.0,16.419999999999998,16.419999999999998,network bridge  olution  ltd
SentinelOne,2026-04-01,CW DEV CW01Dnd3,2,30.0,16.411424,16.411424,cw dev cw01dnd3
KeepIT,2026-01-01,UrTechNow,1,25.0,16.25,16.25,urtechnow
KeepIT,2026-02-01,UrTechNow,1,25.0,16.25,16.25,urtechnow
KeepIT,2026-03-01,UrTechNow,1,25.0,16.25,16.25,urtechnow
Webroot,2026-02-01,"BITS Consulting, LLC",1,31.0,16.12,16.12,bit  con ulting llc
Webroot,2026-03-01,Tech Stream Solutions,1,31.0,16.12,16.12,tech  tream  olution
Webroot,2026-04-01,Leading Technology Europe Ltd,1,31.0,16.12,16.12,leading technology europe ltd
Acronis,2026-02-01,Holst Consulting,1,1074.24,15.898752,15.898752,hol t con ulting
Acronis,2026-01-01,Holst Consulting,1,1074.24,15.898752,15.898752,hol t con ulting
Acronis,2026-03-01,Holst Consulting,1,1074.24,15.898752,15.898752,hol t con ulting
SentinelOne,2026-05-01,ZLAN,1,22.0,15.84,15.84,zlan
SentinelOne,2026-07-01,ZLAN,1,22.0,15.84,15.84,zlan
Webroot,2026-06-01,"BITS Consulting, LLC",1,28.0,15.68,15.68,bit  con ulting llc
Webroot,2026-07-01,"BITS Consulting, LLC",1,28.0,15.68,15.68,bit  con ulting llc
Webroot,2026-06-01,Tech Stream Solutions,1,28.0,15.68,15.68,tech  tream  olution
Bitdefender,2026-01-01,TC IT Solutions,1,17.0,15.64,15.64,tc it  olution
KeepIT,2026-03-01,AMG Services,1,24.0,15.6,15.6,amg  ervice
Webroot,2026-05-01,"BITS Consulting, LLC",1,30.0,15.6,15.6,bit  con ulting llc
Webroot,2026-05-01,"Cornerstone Computer Solutions, Inc",1,30.0,15.6,15.6,corner tone computer  olution  inc
Webroot,2026-01-01,TheSoftwareConsultant,1,30.0,15.6,15.6,the oftwarecon ultant
Webroot,2026-04-01,"BITS Consulting, LLC",1,30.0,15.6,15.6,bit  con ulting llc
SentinelOne,2026-02-01,CW DEV CW01Dnd3,2,28.0,15.4,15.4,cw dev cw01dnd3
SentinelOne,2026-01-01,CW DEV CW01Dnd3,2,28.0,15.331209,15.331209,cw dev cw01dnd3
SentinelOne,2026-02-01,CW DEV Fortify Dev Account 6,1,21.0,15.12,15.12,cw dev fortify dev account 6
Webroot,2026-06-01,Continuum,1,27.0,15.12,15.12,continuum
Webroot,2026-07-01,Trenmead,1,27.0,15.12,15.12,trenmead
Webroot,2026-07-01,Continuum,1,27.0,15.12,15.12,continuum
Webroot,2026-06-01,Trenmead,1,27.0,15.12,15.12,trenmead
Bitdefender,2026-03-01,BIT Solution,4,15.0,15.0533,15.0533,bit  olution
KeepIT,2026-03-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-01-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-04-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-07-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-02-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-05-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-06-01,DevQAPune,1,15.0,15.0,15.0,devqapune
KeepIT,2026-02-01,AMG Services,1,23.0,14.95,14.95,amg  ervice
KeepIT,2026-01-01,AMG Services,1,23.0,14.95,14.95,amg  ervice
Bitdefender,2026-07-01,Go Eco,2,12.0,14.88,14.88,go eco
Bitdefender,2026-01-01,Insight Tech Advisors,1,18.0,14.76,14.76,in ight tech advi or
Acronis,2026-03-01,Flex IT Solutions,3,579.2,14.68226,14.68226,flex it  olution
Bitdefender,2026-06-01,Jilasoan,3,17.0,14.64,14.64,jila oan
Webroot,2026-04-01,Trenmead,1,28.0,14.56,14.56,trenmead
Webroot,2026-02-01,Symmetry-IT,1,28.0,14.56,14.56,ymmetry it
Webroot,2026-05-01,Tech Stream Solutions,1,28.0,14.56,14.56,tech  tream  olution
Webroot,2026-04-01,Tech Stream Solutions,1,28.0,14.56,14.56,tech  tream  olution
Webroot,2026-03-01,Trenmead,1,28.0,14.56,14.56,trenmead
Webroot,2026-02-01,Trenmead,1,28.0,14.56,14.56,trenmead
Webroot,2026-07-01,Tech Stream Solutions,1,25.0,14.0,14.0,tech  tream  olution
Webroot,2026-07-01,Arthur Allen Technology,1,25.0,14.0,14.0,arthur allen technology
Webroot,2026-06-01,Arthur Allen Technology,1,25.0,14.0,14.0,arthur allen technology
Bitdefender,2026-02-01,AD Infogestion,2,12.0,13.693000000000001,13.693000000000001,ad infoge tion
SentinelOne,2026-03-01,BCDR NOC,2,18.0,13.59,13.59,bcdr noc
Acronis,2026-03-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Acronis,2026-04-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Acronis,2026-01-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Acronis,2026-05-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Acronis,2026-06-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Acronis,2026-02-01,Professional Computer Support,1,915.91,13.555468,13.555468,profe ional computer  upport
Webroot,2026-05-01,Trenmead,1,26.0,13.52,13.52,trenmead
Bitdefender,2026-02-01,BIT Solution,3,12.0,13.2314,13.2314,bit  olution
Proofpoint,2026-01-01,Next Level,2,8.0,13.16,13.16,next level
Proofpoint,2026-02-01,Next Level,2,8.0,13.16,13.16,next level
Webroot,2026-03-01,Arthur Allen Technology,1,25.0,13.0,13.0,arthur allen technology
Webroot,2026-01-01,Arthur Allen Technology,1,25.0,13.0,13.0,arthur allen technology
Webroot,2026-02-01,Arthur Allen Technology,1,25.0,13.0,13.0,arthur allen technology
Webroot,2026-04-01,Arthur Allen Technology,1,25.0,13.0,13.0,arthur allen technology
Webroot,2026-05-01,Arthur Allen Technology,1,25.0,13.0,13.0,arthur allen technology
Webroot,2026-06-01,TheSoftwareConsultant,1,23.0,12.88,12.88,the oftwarecon ultant
Webroot,2026-07-01,TheSoftwareConsultant,1,23.0,12.88,12.88,the oftwarecon ultant
Webroot,2026-02-01,TheSoftwareConsultant,1,24.0,12.48,12.48,the oftwarecon ultant
Webroot,2026-04-01,TheSoftwareConsultant,1,24.0,12.48,12.48,the oftwarecon ultant
Webroot,2026-05-01,TheSoftwareConsultant,1,24.0,12.48,12.48,the oftwarecon ultant
Bitdefender,2026-02-01,Unique Appliances,2,10.0,12.344899999999999,12.344899999999999,unique appliance
Bitdefender,2026-01-01,Unique Appliances,2,10.0,12.3387,12.3387,unique appliance
Bitdefender,2026-05-01,Unique Appliances,2,10.0,12.3269,12.3269,unique appliance
Webroot,2026-06-01,Leading Technology Europe Ltd,1,22.0,12.32,12.32,leading technology europe ltd
Webroot,2026-07-01,Leading Technology Europe Ltd,1,22.0,12.32,12.32,leading technology europe ltd
Bitdefender,2026-02-01,Insight Tech Advisors,1,15.0,12.3,12.3,in ight tech advi or
ESET,2026-02-01,"Velocity Network, Inc.",2,540.0,11.974936999999999,11.974936999999999,velocity network inc
Bitdefender,2026-02-01,TC IT Solutions,1,13.0,11.96,11.96,tc it  olution
Webroot,2026-03-01,TheSoftwareConsultant,1,23.0,11.96,11.96,the oftwarecon ultant
SentinelOne,2026-01-01,JD_EliteSupport,5,30.0,11.94,11.94,jd elite upport
Proofpoint,2026-01-01,Network Center Communications,2,7.0,11.55,11.55,network center communication
Bitdefender,2026-05-01,Insight Tech Advisors,1,14.0,11.48,11.48,in ight tech advi or
Bitdefender,2026-02-01,Go Eco,3,12.0,11.379999999999999,11.379999999999999,go eco
Bitdefender,2026-03-01,Go Eco,3,12.0,11.379999999999999,11.379999999999999,go eco
KeepIT,2026-07-01,University Computers,1,15.0,11.25,11.25,univer ity computer
SentinelOne,2026-05-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-02-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-04-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-07-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-06-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-01-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
SentinelOne,2026-03-01,CW DEV Fortify Dev Account Complete_1,1,11.0,11.11,11.11,cw dev fortify dev account complete 1
Webroot,2026-03-01,Dasilva Consulting LLC,2,31.0,11.02,11.02,da ilva con ulting llc
Webroot,2026-02-01,Dasilva Consulting LLC,2,31.0,11.02,11.02,da ilva con ulting llc
Webroot,2026-01-01,Dasilva Consulting LLC,2,31.0,11.02,11.02,da ilva con ulting llc
Exium,2026-03-01,day1cyber,2,2.0,11.0,11.0,day1cyber
Exium,2026-01-01,day1cyber,2,2.0,11.0,11.0,day1cyber
Exium,2026-02-01,day1cyber,2,2.0,11.0,11.0,day1cyber
Bitdefender,2026-01-01,Symmetry-IT,1,9.0,10.9853,10.9853,ymmetry it
Webroot,2026-04-01,Continuum Mumbai,1,21.0,10.92,10.92,continuum mumbai
Webroot,2026-05-01,Leading Technology Europe Ltd,1,21.0,10.92,10.92,leading technology europe ltd
Bitdefender,2026-03-01,Insight Tech Advisors,1,13.0,10.66,10.66,in ight tech advi or
Acronis,2026-02-01,Flex IT Solutions,3,295.41,10.482168,10.482168,flex it  olution
Bitdefender,2026-06-01,SZS Consulting,1,11.0,10.45,10.45,z  con ulting
Acronis,2026-01-01,Flex IT Solutions,3,290.37,10.407575999999999,10.407575999999999,flex it  olution
Webroot,2026-01-01,EAG 1Source,1,20.0,10.4,10.4,eag 1 ource
Webroot,2026-07-01,Network Enginuity,3,22.0,10.399999999999999,10.399999999999999,network enginuity
Acronis,2026-01-01,Co-Managed Backup Testing,5,12.77,10.258796,10.258796,co managed backup te ting
Acronis,2026-05-01,Co-Managed Backup Testing,5,12.77,10.258796,10.258796,co managed backup te ting
Acronis,2026-02-01,Co-Managed Backup Testing,5,12.77,10.258796,10.258796,co managed backup te ting
Acronis,2026-04-01,Co-Managed Backup Testing,5,12.77,10.258795999999998,10.258795999999998,co managed backup te ting
Acronis,2026-07-01,Co-Managed Backup Testing,5,12.77,10.258795999999998,10.258795999999998,co managed backup te ting
Acronis,2026-03-01,Co-Managed Backup Testing,5,12.77,10.258795999999998,10.258795999999998,co managed backup te ting
Acronis,2026-06-01,Co-Managed Backup Testing,5,12.77,10.258795999999998,10.258795999999998,co managed backup te ting
Proofpoint,2026-03-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-05-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-06-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-04-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-01-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-07-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Proofpoint,2026-02-01,Barry Communications Inc,1,5.0,10.25,10.25,barry communication  inc
Bitdefender,2026-03-01,TC IT Solutions,1,11.0,10.12,10.12,tc it  olution
SentinelOne,2026-07-01,TTOWNTECH,1,14.0,10.08,10.08,ttowntech
Webroot,2026-06-01,EAG 1Source,1,18.0,10.08,10.08,eag 1 ource
KeepIT,2026-03-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-01-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-05-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-04-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-06-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-07-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-03-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-02-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-06-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-04-01,PM Continuum,1,10.0,10.0,10.0,pm continuum
KeepIT,2026-01-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-05-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-07-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
KeepIT,2026-02-01,PM ConnectWise,1,10.0,10.0,10.0,pm connectwi e
ESET,2026-06-01,DG Network Solutions LLC,1,300.0,9.979781,9.979781,dg network  olution  llc
Bitdefender,2026-08-01,Go Eco,2,8.0,9.92,9.92,go eco
Bitdefender,2026-06-01,Go Eco,2,8.0,9.92,9.92,go eco
Webroot,2026-02-01,TRIO Technical Solutions Ltd,1,19.0,9.88,9.88,trio technical  olution  ltd
