BILLING_MONTH,Entity,Tenant name,Identifier,Type,Status,Mode,Service name,Edition,Metric name,Location,Metric unit,Quota,Production usage,Change in production usage,Trial usage,Change in trial usage,Total usage,Change in total usage,Price,Cost,Billing model,Storage type,Pricing tier ID,SKU
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,22,0,0,0,22,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,21,0,0,0,21,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,5595.98,174.23,0.00,0.00,5595.98,174.23,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,25672.36,-282.31,0.00,0.00,25672.36,-282.31,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,9311.39,599.36,0.00,0.00,9311.39,599.36,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery public IP addresses,Acronis Cloud,,Unlimited,1,0,0,0,1,0,N/A,N/A,,acronis,,SEDAMSENS
2026-05-01,US_Master,Launch IT,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery compute points,Acronis Cloud,,Unlimited,6.61,6.61,0.00,0.00,6.61,6.61,N/A,N/A,,acronis,,SQYAMSENS
2026-05-01,US_Master,In-Telecom,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,In-Telecom,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,4440.18,-18.01,0.00,0.00,4440.18,-18.01,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,12,-1,0,0,12,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,14,0,0,0,14,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,5,-1,0,0,5,-1,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Cloud Storage (us2-s3gw.acronis.com) used,us2-s3gw.acronis.com,GB,Unlimited,21.53,0.00,0.00,0.00,21.53,0.00,N/A,N/A,,acronis,,SUVAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,29288.06,563.66,0.00,0.00,29288.06,563.66,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security mailboxes protected,,,Unlimited,23,1,0,0,23,1,N/A,N/A,,,,SO4AMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,351,-63,0,0,351,-63,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Data Loss Prevention workloads protected,,,Unlimited,1,-1,0,0,1,-1,N/A,N/A,,,,SRI5MSENS
2026-05-01,US_Master,Staley Technologies – Cyber & Managed IT Services (HoganTaylor),,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,197,43,0,0,197,43,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Co-Managed Backup Testing,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Co-Managed Backup Testing,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Co-Managed Backup Testing,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,Co-Managed Backup Testing,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,Co-Managed Backup Testing,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,0.77,-0.00,0.00,0.00,0.77,-0.00,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"Itechra, Inc.",,Partner,Disabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"Itechra, Inc.",,Partner,Disabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,5,0,0,0,5,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,"Itechra, Inc.",,Partner,Disabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,5837.13,-0.31,0.00,0.00,5837.13,-0.31,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"Itechra, Inc.",,Partner,Disabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,15475.68,-168863.47,0.00,0.00,15475.68,-168863.47,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Technology Plus,,Partner,Enabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,75115.24,321.08,0.00,0.00,75115.24,321.08,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,Technology Plus,,Partner,Enabled,,Cyber Protection,Per gigabyte,Microsoft 365 Shared seats protected,,,Unlimited,426,7,0,0,426,7,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,12,0,0,0,12,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,6,0,0,0,6,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,17,0,0,0,17,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,11760.03,-1383.56,0.00,0.00,11760.03,-1383.56,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Data Fast Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPD5MSENS
2026-05-01,US_Master,RealPage,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,7,0,0,0,7,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,RealPage,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,2,0,0,0,2,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,RealPage,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2105.77,-13.23,0.00,0.00,2105.77,-13.23,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,82,-5,0,0,82,-5,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,21,1,0,0,21,1,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,19,0,0,0,19,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,5,1,0,-1,5,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,1372.02,-11.98,0.00,0.00,1372.02,-11.98,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,23.11,2.15,0.00,0.00,23.11,2.15,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,8831.70,145.16,0.00,-0.00,8831.70,145.16,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,2,0,0,0,2,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,61,0,0,0,61,0,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,163,151,0,-2,163,149,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,89,71,0,0,89,71,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,The Computer Doctors,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPD5MSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,13,0,0,0,13,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,16,0,0,0,16,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,38396.50,-760.20,0.00,0.00,38396.50,-760.20,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,397,-16,0,0,397,-16,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,CyberPrairie,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,413,5,0,0,413,5,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,"NetWerks Strategic Services, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,0,-3,0,0,0,-3,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,"NetWerks Strategic Services, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,0,-3,0,0,0,-3,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,"NetWerks Strategic Services, LLC",,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,0,-5,0,0,0,-5,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"NetWerks Strategic Services, LLC",,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,0,-6,0,0,0,-6,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,"NetWerks Strategic Services, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,0.00,-5185.17,0.00,0.00,0.00,-5185.17,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,TC IT Solutions,,Partner,Disabled,,Cyber Protection,Per gigabyte,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,535.25,-5.50,0.00,0.00,535.25,-5.50,N/A,N/A,,acronis,,SPBAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,12,-1,0,0,12,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,5,-2,0,0,5,-2,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,93,-9,0,0,93,-9,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,43787.99,-31946.17,0.00,0.00,43787.99,-31946.17,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security mailboxes protected,,,Unlimited,469,-82,0,0,469,-82,N/A,N/A,,,,SO4AMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,65,-80,0,0,65,-80,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,62,-70,0,0,62,-70,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,NIC Inc.,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,1,1,0,0,1,1,N/A,N/A,,,,SPD5MSENS
2026-05-01,US_Master,Smart Pro Technologies LLC,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,9,0,0,0,9,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Smart Pro Technologies LLC,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Smart Pro Technologies LLC,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,28,0,0,0,28,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Smart Pro Technologies LLC,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,29780.45,322.31,0.00,0.00,29780.45,322.31,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,Smart Pro Technologies LLC,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,13488.47,-35.17,0.00,0.00,13488.47,-35.17,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,NCS Network Consulting,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,NCS Network Consulting,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,8,0,0,0,8,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,NCS Network Consulting,,Partner,Enabled,,Cyber Protection,Per workload,Endpoints protected with EDR,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SRIAMSENS
2026-05-01,US_Master,NCS Network Consulting,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,6331.11,-1698.36,0.00,0.00,6331.11,-1698.36,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,0,-26,0,0,0,-26,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,0,-15,0,0,0,-15,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,-7,0,0,1,-7,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,1,-58,0,0,1,-58,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,RMM,,,Unlimited,1,-6,0,0,1,-6,N/A,N/A,,,,SRHAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (uc1-aas01.azure.acronis.com) used - Class 2,Microsoft Azure,GB,Unlimited,0.00,-469.32,0.00,0.00,0.00,-469.32,N/A,N/A,,azure,,SQ1AMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,142.64,-14926.82,0.00,0.00,142.64,-14926.82,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,0.00,-7349.22,0.00,0.00,0.00,-7349.22,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery public IP addresses,Acronis Cloud,,Unlimited,0,-1,0,0,0,-1,N/A,N/A,,acronis,,SEDAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Azure Storage),Microsoft Azure,,Unlimited,0,-10,0,0,0,-10,N/A,N/A,,azure,,SRAAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Seats protected (Acronis Storage G1),Acronis Cloud,,Unlimited,0,-380,0,0,0,-380,N/A,N/A,,acronis,,SRJAMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Microsoft 365 Shared seats protected,,,Unlimited,0,-97,0,0,0,-97,N/A,N/A,,,,SPDCMSENS
2026-05-01,US_Master,MobileTech Ltd,,Partner,Enabled,,Cyber Protection,Per workload,Network-attached storages (NAS) protected,,,Unlimited,0,-4,0,0,0,-4,N/A,N/A,,,,SPD5MSENS
2026-05-01,US_Master,Flex IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,1,0,0,0,1,0,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Flex IT Solutions,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,4,0,0,0,4,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Flex IT Solutions,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,1064.03,211.31,0.00,0.00,1064.03,211.31,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,13,0,0,0,13,0,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,14,-1,0,0,14,-1,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,36,-3,0,0,36,-3,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2-r01.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,13013.90,1411.81,0.00,0.00,13013.90,1411.81,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,525.54,0.70,0.00,0.00,525.54,0.70,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,"HRI Properties, LLC",,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,2180.68,107.14,0.00,0.00,2180.68,107.14,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,15,-4,0,0,15,-4,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,1,-2,0,0,1,-2,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,4,-8,0,0,4,-8,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,3,0,0,0,3,0,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (baas-fes-us3.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,11739.45,-95.40,0.00,0.00,11739.45,-95.40,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,23713.40,-3479.96,0.00,0.00,23713.40,-3479.96,N/A,N/A,,acronis,,SPDAMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Email and Collaboration Security mailboxes protected,,,Unlimited,189,3,0,0,189,3,N/A,N/A,,,,SO4AMSENS
2026-05-01,US_Master,SecureTech,,Partner,Enabled,,Cyber Protection,Per workload,Disaster Recovery storage used,Acronis Cloud,GB,Unlimited,767.08,-49.33,0.00,0.00,767.08,-49.33,N/A,N/A,,acronis,,SVEAMSENS
2026-05-01,US_Master,Nex-Tech LLC,,Partner,Enabled,,Cyber Protection,Per workload,Workstations protected,,,Unlimited,83,-1,0,0,83,-1,N/A,N/A,,,,SPGAMSENS
2026-05-01,US_Master,Nex-Tech LLC,,Partner,Enabled,,Cyber Protection,Per workload,Servers protected,,,Unlimited,20,0,0,0,20,0,N/A,N/A,,,,SPEAMSENS
2026-05-01,US_Master,Nex-Tech LLC,,Partner,Enabled,,Cyber Protection,Per workload,VMs protected,,,Unlimited,283,-2,0,0,283,-2,N/A,N/A,,,,SPFAMSENS
2026-05-01,US_Master,Nex-Tech LLC,,Partner,Enabled,,Sync & Share,File Sync & Share (per user),Users,,,Unlimited,39,-1,0,0,39,-1,N/A,N/A,,,,SPIAMSENS
2026-05-01,US_Master,Nex-Tech LLC,,Partner,Enabled,,Cyber Protection,Per workload,Cloud Storage (abgw-phx1-arp2.acronis.com) used - Class 2,Acronis Cloud,GB,Unlimited,371735.34,1181.04,0.00,0.00,371735.34,1181.04,N/A,N/A,,acronis,,SPDAMSENS
